Air_pressure_bar,Flow_rate_lpm,Valve_status,Cylinder_position_mm,Leakage_rate_lpm,Noise_level_dB,Load_pressure_bar,Cycle_time_s,Ambient_temperature_C,System_vibration_mm_s2
5.248051589,38.08260827,Closed,467.8999158,0.110928444,65.276014,5.24160921,1.356488272,26.46299267,0.591713746
4.968797232,26.70337933,Open,228.9595836,0.183440404,61.72967365,4.825081736,1.499103641,21.29504211,0.637506034
4.472537337,28.40849493,Closed,63.79561964,0.023570601,60.77991698,4.999616835,1.746891396,21.24426109,0.943586277
4.92466465,27.29189618,Closed,216.3524573,0.177859332,62.11888569,4.80864081,1.585567572,22.3196707,1.202822745
4.708351335,29.56492388,Closed,63.52662512,0.103770456,74.9412557,4.592440905,1.345317015,25.46023354,0.810271752
5.023873864,27.08438584,Open,251.2658421,0.124449477,65.54449854,5.095348734,1.629674556,18.64050935,0.636580908
5.430253111,32.43370751,Open,280.6377574,0.183795939,66.44763135,4.675574504,1.422603032,22.5519717,0.83773409
4.478172427,30.98656706,Open,168.8778807,0.128038063,60.11054877,5.107106155,1.678081601,26.17454432,0.987805831
4.759933179,33.86773808,Closed,35.82530712,0.120018414,57.62498816,5.059708266,2.005402084,22.25745736,0.924199513
4.834192114,24.74529417,Open,471.7517678,0.112114559,61.72378943,4.922807253,1.428234726,19.52933204,1.348622574
4.885510671,28.29829759,Open,386.6765567,0.075826093,70.75278234,5.165794951,1.660321032,20.76320629,0.656932486
5.222037699,28.87138684,Open,419.4405403,0.098575544,66.33710186,5.246469207,1.350921334,22.41376506,0.850446296
4.947936675,32.27823455,Closed,183.4341971,0.064224362,67.39438037,4.764951327,1.477547247,24.66160783,1.109783591
5.124740818,26.03389401,Closed,380.415515,0.097771655,67.95426416,4.638241176,1.505912457,21.32132831,1.097231847
4.812268087,34.57826902,Closed,242.6864476,0.016796535,62.63460248,4.427146033,1.461263268,23.65330359,0.409984415
5.068977304,35.93207795,Closed,100.5417442,0.121451978,70.55186234,5.248936451,1.992602738,19.12926235,0.799328476
5.233339289,25.05563826,Closed,62.21168845,0.093913137,62.4687696,4.712063598,1.438681385,19.11256326,1.096904153
4.780310135,27.54563553,Open,172.5254347,0.083189813,70.62492944,5.027007371,1.617370308,21.03439862,1.378128598
5.234407436,27.34034246,Open,68.77605574,0.110987904,66.76920862,4.651748926,1.113982626,24.87605744,0.940759177
5.015711831,43.16193102,Closed,499.1344881,0.028321804,57.84381938,5.107653128,1.586399313,22.13774928,0.726427341
5.313638072,27.85049947,Closed,24.59449512,0.1964635,62.00796205,4.659976482,1.728410918,22.57962239,0.59815937
4.93957403,38.38812721,Open,220.5717997,0.094861627,57.86024587,4.561656173,1.394480531,22.55615919,1.243748672
5.114373397,23.66684002,Closed,226.0467612,0.092707778,69.65312853,4.758298714,0.997955572,24.21841597,0.945748317
4.98781813,25.05174517,Closed,150.3159643,0.051730189,64.90105832,4.69364486,1.492269646,20.77955861,0.630386615
4.971136321,26.56697734,Closed,285.6757829,0.101197319,56.08663024,4.919259957,1.50343677,23.37657022,0.759368727
5.077679128,25.77155344,Closed,74.98851208,0.169347995,66.50298753,4.789721015,1.64481501,20.33823467,0.862037303
5.161042241,28.66050633,Closed,391.9561903,0.15179581,62.85134295,4.925540479,1.902180607,25.96654531,0.908761331
4.625130526,26.45610899,Open,166.2238591,0.142721888,59.06477658,4.741795705,1.42398927,20.39921779,0.620076268
5.430090083,25.90329204,Open,295.6712949,0.127319948,71.71186335,4.666978526,1.328742375,20.23522139,0.677161916
4.442101088,35.79235998,Closed,357.819618,0.082072874,65.42914346,4.68328789,1.26661644,23.09933963,0.469413088
4.794556367,36.11896811,Closed,444.5210588,0.027491842,63.82627439,5.20898776,1.539615723,22.15957686,1.007952458
4.971719279,34.74648249,Open,417.8937182,0.089948061,63.40230088,4.845034186,1.595870852,22.65370481,0.731676307
5.123706791,32.61999478,Closed,304.1545141,0.088206427,58.94688212,4.403247558,1.390868921,22.45462759,0.89326433
5.472851758,30.46371533,Open,194.1965902,0.152439722,59.7818044,4.695958197,1.655736549,19.8192156,1.084451702
4.442512554,27.51484655,Closed,251.602335,0.115469522,70.13966714,4.819373206,1.593076815,25.22671786,0.843974028
4.847691761,25.23421248,Open,384.3673967,0.180615576,63.10446852,5.169079936,1.508646338,23.78708441,0.777405905
4.361949954,31.81497852,Open,438.7727713,0.159874427,65.0882708,5.005739743,1.319517056,24.7178999,0.838784295
5.009486592,24.13184804,Closed,51.89096409,0.07717522,56.8226781,4.615656433,1.403627137,20.94333822,0.812638721
5.081505075,25.03039535,Closed,192.4281312,0.01024354,59.72763186,5.283671151,1.01404894,22.83304709,1.049233
5.477238723,35.76456628,Open,388.0582992,0.169278762,67.43925008,4.793767927,1.547157413,22.39473692,0.86216768
5.036190428,39.50324521,Closed,215.8258813,0.167969261,66.51084704,5.049265962,1.505268258,24.25600525,0.691119796
5.313207539,31.96647569,Open,166.113882,0.03168942,72.01350079,4.568998301,1.537695798,24.32049626,1.009569811
5.175151124,35.53228576,Closed,205.6613484,0.175462001,70.37182533,4.320367381,1.600863803,22.38610161,1.046096871
4.869425541,28.77075841,Closed,301.4223734,0.119105859,64.07715611,4.518313702,1.577164297,18.96409774,0.532333875
4.577311776,23.31162907,Closed,499.9025721,0.108034275,66.89181426,4.149933305,1.477923364,25.55932377,1.106556777
5.082500689,33.06085809,Open,246.4962146,0.180739163,63.73358623,5.222417865,1.509733609,23.11197487,0.872942355
4.552369395,32.84644662,Open,104.2472375,0.167234259,73.21923927,4.842906584,1.219136717,20.78312592,0.85665399
5.388562122,30.35834277,Closed,81.42328764,0.132566548,69.59605878,4.615071196,1.383255871,22.81308428,1.001324926
4.951381369,28.78812271,Open,21.17487374,0.123660853,65.67874036,4.890524806,1.510094211,18.9778129,0.686604722
5.358553223,34.81105289,Closed,279.4086175,0.130819715,65.80157914,4.837866807,1.352829285,24.11070613,0.990832903
4.85593567,25.07133483,Open,272.2860457,0.079997128,70.77940115,4.924186679,1.672030159,19.05757651,0.724644906
5.080655236,26.13109711,Closed,102.6169634,0.097244928,67.31831139,5.04190628,1.368273584,21.55833102,0.505009864
5.062804657,24.95946747,Open,347.6647032,0.054884142,71.23451207,4.742015769,1.543261082,22.4889089,0.600448744
4.986486765,30.42486481,Open,370.5535208,0.083348011,56.22540829,4.624032139,1.523313131,24.07767942,0.913404367
4.870202146,24.56053494,Open,129.5491027,0.081668306,66.84491305,4.965555043,1.649255519,22.21308935,0.610906332
5.117736806,26.5787891,Open,172.049882,0.068234732,62.93826054,4.960466556,1.680158235,23.26992575,1.122015225
4.722151021,26.47122219,Open,495.2358362,0.106837325,72.02551195,4.820147162,1.638806522,21.94366618,1.037856691
4.637169401,28.69695834,Open,187.1322339,0.083800957,71.18559475,5.235510838,1.07879876,21.9356281,1.066687833
5.372848068,22.56312777,Closed,380.4008359,0.125111736,65.13134324,4.712435575,1.73882963,22.1709545,0.824955716
5.218150397,30.43602496,Closed,226.3627133,0.018883969,71.14252392,4.620028406,1.805461645,21.62188416,0.851572323
5.019767483,36.23651825,Open,396.6724139,0.09433226,72.13245808,4.883618286,1.403575143,18.62685951,0.561257629
5.499542715,30.67745686,Closed,384.5116194,0.106577582,65.29762669,4.665012429,1.547329383,20.46335301,0.999156702
4.919670344,37.70660572,Open,333.8780126,0.084468538,74.88773509,4.899103305,1.321833664,22.48954968,0.875966691
5.396810966,36.66999093,Closed,427.3891731,0.091380365,64.87463539,4.633398349,1.110324299,21.50175799,0.913461125
5.052672225,33.88867524,Closed,469.6092474,0.020737699,64.1419162,4.719951543,1.352256947,21.68838184,1.137662362
4.692574775,30.37342921,Closed,289.9916602,0.117823855,68.46349035,5.178168084,1.391972192,21.35329266,0.678807403
5.554412058,30.11250194,Closed,118.7344536,0.132380299,63.58483708,4.718882529,1.429029854,20.27280321,0.77477169
5.297213254,33.81899886,Open,199.3144808,0.124676865,65.3413591,4.640229691,1.308217182,21.01380108,0.865334184
4.963693691,28.04164695,Closed,379.1528568,0.151936353,70.6377377,5.034135758,1.353314967,21.38633651,0.612912919
5.218151378,20.58739624,Closed,325.4417426,0.11007648,65.07687541,4.58979161,1.497798736,22.01028628,0.762480236
4.87888897,32.46002027,Closed,88.89916928,0.123934059,58.21992883,4.661411354,1.345954603,22.78675669,0.898589962
5.248744711,24.34465685,Open,25.61977057,0.107804537,66.46927755,4.915312224,1.608704867,21.63889942,0.734915746
4.28267643,25.18929386,Closed,341.4807968,0.134377536,62.21482568,4.987682285,1.63633213,19.94068949,1.061797882
4.6940596,30.00111974,Open,125.539512,0.021138518,68.46108463,5.044095278,1.976077549,19.20383592,0.497815088
5.293777923,29.52437561,Open,249.8351219,0.055320952,67.78475886,4.650555634,1.725135986,27.19487441,1.024554248
4.925103339,22.93962197,Closed,373.3733863,0.179344983,70.88560139,4.919201735,1.548620612,19.74036994,0.932237095
5.062262688,30.82745782,Open,281.3333903,0.023021791,68.6301292,4.70677836,1.375947141,20.96275,0.686234282
4.595964301,34.8306983,Closed,41.65129156,0.092991104,69.36097713,4.678868873,1.55874947,23.03400061,0.615118286
5.554360099,24.35829215,Closed,92.79011839,0.158613748,62.32361296,5.040642556,1.565319192,22.72172122,0.383943477
5.357158893,36.36241665,Closed,109.664092,0.095336967,68.21594598,4.690089121,1.397337382,23.04173139,0.640964998
4.939794434,22.19914587,Closed,128.9321268,0.079749446,72.87380516,4.855640919,1.656746279,21.11456586,1.009435331
4.878591243,40.58662072,Closed,282.701696,0.106471084,62.24540037,4.831115894,1.220380397,22.47711614,0.788782855
5.308881308,27.94369785,Closed,251.9828899,0.082343991,72.19895317,4.585849125,1.451120033,22.12268733,1.032596176
5.594741135,30.72808498,Closed,101.5800192,0.101542475,62.80259964,4.993218571,1.611171692,21.37573726,0.676025786
5.286128077,20.53983214,Open,33.77742173,0.065830948,61.59211502,4.912056179,1.44248317,22.49081948,0.941421232
5.6515408,29.68931967,Open,85.71610224,0.155433721,66.18480177,4.402741878,1.458649119,24.11073109,0.65650028
4.723294601,31.14241089,Closed,492.1906563,0.171163246,67.86364166,4.855484222,1.472442828,21.95559955,0.606884999
4.754183951,29.56918948,Closed,234.2734749,0.093330484,68.6470005,4.645405313,1.332879752,21.96890569,0.778574557
4.643317665,27.18459461,Open,433.6727524,0.030675529,61.15295032,5.019415061,1.734780186,24.13632207,0.667006698
5.132528195,25.26717741,Closed,424.3762333,0.073807841,66.73816039,4.510920033,1.296392466,23.92272072,0.49143557
5.052681065,35.6526331,Open,255.7597787,0.090800567,62.25778171,4.728704606,1.563631865,25.16787288,0.76353706
4.954414663,30.15403567,Open,353.3438542,0.125276944,59.04431098,4.87240491,1.58272958,18.48753953,0.821287083
5.242777588,37.70376188,Closed,96.37600521,0.049599339,61.28505474,4.810868059,1.31027562,23.81023837,1.053671722
5.369698582,27.36758823,Closed,344.1983525,0.061541884,61.99639854,4.952591651,1.514620851,23.20316009,0.987361135
4.542301277,27.82602653,Open,136.1922896,0.125533807,67.08638064,4.496315603,1.318073565,20.2286952,1.04398864
4.820908392,34.07797122,Open,416.0310484,0.146945442,69.60885465,5.130382867,1.778208495,22.50317584,0.9440715
5.246043078,21.88512519,Closed,41.86206655,0.068920298,59.10717348,4.905028932,1.272243413,24.1022435,0.866522552
4.859678395,23.9326832,Closed,386.5693364,0.033339147,66.4078443,5.071943643,1.369220581,20.34168216,0.554211019
4.760538177,35.48742486,Open,49.96845328,0.26420591,60.29320726,4.974848034,1.255154998,22.88512486,0.82997444
5.305561228,24.14033035,Open,440.5946184,0.139165212,67.51634164,4.797677977,1.228460255,23.74270735,0.919358755
4.613149979,20.90474492,Open,152.1022591,0.086649812,62.50907768,4.543160358,1.818243058,19.85796087,1.09148759
4.909526058,39.34263594,Closed,327.1966824,0.143451564,60.79468393,4.687289364,1.608554935,21.71542862,0.937257708
5.098593208,23.03091176,Closed,243.7511393,0.093777169,68.19865806,5.117912667,1.528058685,22.60193675,1.048076687
4.827854026,30.92059699,Closed,183.1515726,0.143357844,62.65230958,5.077087556,1.368684607,20.40773699,0.593600422
5.234946697,30.34542596,Open,322.7209166,0.10796966,63.73614419,4.676080004,1.681522362,20.2416936,0.734716475
4.829336907,15.94685842,Open,473.7614903,0.104563595,56.12004365,4.236339143,1.335155512,21.7299108,0.885870143
5.422585848,28.66341488,Closed,20.63487369,0.094320907,68.78620545,4.757462053,1.658727859,23.60327943,1.032190538
4.962276111,32.24206625,Open,459.4264279,0.027630933,68.28363408,4.742459422,1.325497745,23.287468,0.770954271
5.201381041,31.77154691,Open,304.5408275,0.196904745,65.02183138,4.750045478,1.37109846,20.27717454,0.783510808
5.223807186,34.51760342,Open,403.6571504,0.052923304,58.88967623,4.90570784,1.651656477,23.30433577,0.937428061
4.811737999,28.06254343,Open,191.9374767,0.031998821,69.83747671,4.975242516,1.672765469,20.32812045,0.574825835
4.383954035,33.56252221,Open,235.9214874,0.089357006,62.33494645,4.998059909,1.619494587,18.7796604,1.12148091
5.108226726,26.55335466,Closed,434.4253759,0.051926409,63.1865862,4.889141828,1.290065177,21.26571286,0.624172781
5.021686504,22.94766292,Closed,207.4239849,0.09741436,74.24817623,4.43984586,1.410654627,24.24593874,0.416282115
5.166747808,23.51135812,Closed,267.3297834,0.134388192,62.18545422,4.731760053,1.531379748,23.3119211,0.802013402
4.932041758,22.68944772,Closed,10.09746154,0.149765145,67.96883985,5.260817957,1.330143808,21.99685639,1.13969174
4.87087169,35.04792984,Closed,79.29900292,0.140736536,67.24836905,4.874843347,1.774192552,21.16658903,0.917290626
5.602541903,22.42713245,Open,320.843254,0.084718397,66.56068877,4.873563914,1.019610611,21.22047573,0.950218109
4.558293782,31.3701942,Open,358.4884505,0.102479591,66.12800217,4.871897188,1.344252097,22.21756981,0.808277152
5.220185144,28.67037903,Open,291.3004684,0.120393953,66.50555425,4.883075925,1.398086699,19.86312503,0.769524501
4.827619443,29.48675713,Closed,71.65501814,0.012110629,66.08776236,4.323377564,0.931211267,21.30378531,0.491018126
4.899266415,36.81803648,Open,222.7027143,0.128529235,64.79232656,4.752095137,1.220754174,21.56886108,0.348122748
4.90486915,27.80786316,Open,177.5473832,0.027135036,71.0451325,4.792421434,1.625057903,19.29785108,0.839254468
4.758969718,33.05800781,Open,247.830672,0.20201733,59.74935776,5.05629908,1.506056727,20.3231035,1.062509839
5.171367263,30.18781676,Closed,435.1645173,0.079774246,69.08583242,4.809534579,1.814627204,22.82101358,0.868826741
5.417193079,29.23990547,Open,387.9307193,0.090756241,68.28936919,4.470697723,1.809045289,22.01902368,0.924719905
5.141004098,41.49984562,Open,41.99475069,0.061514645,67.79359649,4.886017831,1.586609276,21.38247642,1.116743509
5.031014599,22.79329127,Closed,445.1545989,0.068501498,69.46791771,4.63923507,1.56264765,20.17714512,0.86575337
4.70406785,36.44565918,Closed,235.8835756,0.213704678,64.62960242,4.556642872,1.513186222,25.15369965,0.77546898
5.15504758,33.28203283,Open,371.9310724,0.147018484,57.5241037,4.633168191,0.968983596,20.32404157,0.636295039
5.64690489,27.60237503,Closed,70.01961563,0.022539878,64.71082936,4.908500846,1.221088097,22.50318561,1.204442513
4.885791613,38.14659259,Open,335.3597629,0.175210645,61.03522313,5.051752248,1.520135101,21.02426182,0.905309556
4.887204926,20.75944944,Closed,118.1630088,0.159662114,62.07256316,4.896585989,1.623205142,22.07255859,0.611279657
4.831673261,27.39116671,Open,219.1904486,0.085939377,60.0303213,4.926404645,1.557933962,22.91521948,0.565766466
4.85317573,23.95758898,Open,8.431435041,0.115334847,63.09062057,4.894609055,1.321507006,19.25948682,1.050612745
4.176410134,32.06041732,Closed,75.80531897,0.099252796,62.61350522,4.820265435,1.687481256,21.98676751,0.592511661
5.121510616,24.43467949,Closed,46.04024656,0.198628995,55.48972068,4.939386127,1.796488806,24.3814573,1.170766832
4.746334347,32.16531973,Closed,119.8720865,0.060185491,67.80088765,4.316244907,1.68759792,25.52300379,0.248707441
4.516921064,29.06781792,Closed,50.00904501,0.10730053,73.88128743,4.82221767,1.697919866,21.73997205,1.08451904
5.225956985,27.60323029,Open,345.9550133,0.078592733,67.42494877,4.591014993,1.38815484,22.08336241,0.897378962
4.675394664,31.94323623,Closed,14.5199511,0.02834798,64.18830417,5.032580515,1.715186825,26.42266606,0.823718885
4.898399284,28.65689188,Open,308.8702503,0.209581913,64.78101442,4.770568939,1.529151728,24.26984856,0.764908313
5.439932717,24.55682578,Open,70.35391541,0.040921671,63.31605653,4.806189618,1.602311106,20.76543086,1.17814597
4.577235261,44.00686495,Open,472.5807286,0.111006459,65.36016634,4.498985625,1.573086369,20.7620331,0.941411772
4.54022053,27.56416408,Closed,466.5470366,0.01296497,64.85196762,5.003366178,1.475702579,23.91309892,0.619359278
5.080791857,18.9119546,Open,112.7515513,0.080046473,61.63580628,4.925465624,1.327999505,19.97792574,0.456218009
5.344846209,25.78950655,Open,307.2106491,0.121098441,71.73155356,4.911389576,1.483572667,24.1754535,0.835459443
4.527697485,23.66361656,Closed,14.00265974,0.058763301,59.05138306,4.63739543,1.697352323,22.66859993,0.799785773
5.122306921,34.13072808,Open,465.8942715,0.129340093,67.87332617,4.645272031,1.411704839,23.03544153,0.496026393
5.174299862,31.6082633,Open,261.4936541,0.086547945,64.59520949,4.844719891,1.678669453,21.48653239,0.788921295
4.382251855,31.99356401,Open,21.61157571,0.158004126,72.60332726,4.661100318,1.647414134,20.74035039,0.685213073
5.239550401,28.14988767,Closed,171.2499965,0.168088046,66.3634584,4.886978593,1.440212521,24.92398566,0.801858014
5.262981764,28.60324876,Open,38.42473093,0.070662762,63.56037785,4.367817479,1.777760021,21.50652544,0.945184722
4.906464328,28.14534448,Open,196.4722197,0.103836643,64.00917121,4.702491089,1.428890666,21.17812985,1.098521989
5.375703909,29.59403408,Open,334.9631711,0.109172711,65.15962678,5.159350693,1.801909373,21.83972586,0.981777807
5.340936672,34.17666718,Closed,234.944954,0.130967465,60.42883722,4.887897166,1.586825396,22.38604427,0.65571185
5.030935378,31.68037706,Closed,191.8610874,0.1007191,61.9325219,4.833358733,1.496826816,19.93834975,0.873783026
4.864566383,32.50056415,Closed,59.57852277,0.109510548,57.86022412,5.197045307,1.322439724,20.87025701,0.812621424
4.708151632,32.49779454,Open,122.4695228,0.087829676,61.30809241,4.332809276,1.482347954,20.76393585,0.533574209
4.988730947,34.42221219,Open,50.07164387,0.105761993,65.37562593,4.636937777,1.459248097,23.69056061,0.879646557
5.170927676,31.44075021,Open,403.7493658,0.16489701,66.2007002,4.719765366,1.248340723,20.22807486,1.171334468
4.902746942,31.79424036,Open,67.61991399,0.132304162,57.08268122,4.971670247,1.456476915,18.48846428,0.806485321
4.340749698,35.94403121,Open,297.6866833,0.135062782,64.45115319,4.975131273,1.339239364,18.06581087,0.481163464
5.380614168,26.67477041,Closed,171.3702068,0.136153516,67.2536398,4.626798658,1.617198354,19.05923973,0.806053734
5.057066967,25.7212871,Open,112.9891923,0.092309561,64.34835123,4.999590864,1.761256095,24.72307641,0.55725756
4.886112651,24.070392,Open,319.7342197,0.115941352,62.46484542,4.719337047,1.254616865,22.0324132,0.972721101
5.257147517,30.91457282,Closed,228.5011547,0.045741316,63.35135542,5.042327925,1.842461546,23.00249817,0.904972998
5.457391579,20.73133879,Closed,200.0727336,0.163440383,62.83694658,4.59347146,1.474289793,23.07297545,0.765817989
4.159426529,32.31077048,Open,296.4260024,0.039148022,62.45307776,4.77533768,1.304995723,22.11236784,0.733767147
5.130279095,29.45403453,Closed,245.6338142,0.09564258,65.6952941,4.701966537,1.651550956,21.85043741,0.75755314
4.572005237,35.6731985,Closed,151.7421043,0.157044799,74.23075291,5.011206074,1.410709104,24.08905286,0.801654899
5.149733152,26.64041345,Closed,279.5306439,0.031806603,62.02520033,4.695443757,1.483652665,22.29199183,0.645552996
5.038378161,28.98340857,Open,334.7492883,0.119988996,63.72742947,4.791510294,1.419144351,24.79819496,0.522449384
5.190717958,35.61101667,Closed,13.34657929,0.065961678,64.79320824,4.90136228,1.336652414,23.24165989,1.027739789
4.850225716,36.91567823,Open,232.9358645,0.081559837,62.25058226,4.909051697,1.644799406,20.76440745,0.722919805
4.438027966,26.59923817,Closed,28.84164229,0.147297048,69.39294321,4.977390521,1.442739719,21.00573195,0.833408621
4.864889543,30.90890616,Open,93.20270703,0.109902846,55.51645851,4.842224955,1.212669642,20.54507039,0.85705639
5.122054291,31.47209489,Open,280.254367,0.001717793,62.87576332,4.716350217,1.610212025,24.43509604,0.864404096
5.304617699,31.86826703,Open,433.0944576,0.051178723,68.27325495,4.730060251,1.25888353,21.18989809,0.565236401
4.64845061,28.6871217,Closed,441.4028396,0.148766787,63.82362277,4.805134463,1.269347965,20.40305441,0.464831967
5.308118128,36.40691699,Closed,34.97200507,0.122447136,61.71664416,4.849918495,1.738521241,22.63955608,0.682261495
4.805638313,20.55148258,Closed,209.5525431,0.187406779,66.76302702,4.77056567,1.26073202,21.80566579,0.879142306
5.108734964,27.89434883,Open,291.5032415,0.18413238,68.62537294,4.803840684,1.036711029,22.58913703,0.654410027
4.847031814,32.23965366,Closed,73.53495228,0.082887743,65.84254178,4.496549228,1.624572297,25.77962781,0.729015729
5.054651188,32.28612406,Closed,382.7161084,0.22516189,61.79511856,4.933471057,1.439227314,23.82614161,1.225459483
5.26756329,36.76379515,Open,372.1176292,0.101223983,66.82481328,4.836222458,1.456468976,22.05402111,0.430915223
4.631895777,35.99112697,Closed,451.6705069,0.051866573,63.3918028,5.000374083,1.437099921,19.18315323,0.648993201
4.796028231,28.57229187,Open,4.243006042,0.068318007,67.98074753,4.800032101,1.546333988,21.00007501,1.179320814
5.055488776,36.49935622,Closed,108.342122,0.012836255,70.93303554,4.452320484,1.349456152,23.42209221,0.791080266
5.720475098,26.42979128,Open,413.5933571,0.18035095,54.57769298,4.728310762,1.795222975,19.65791792,0.658802967
4.741043086,34.65443691,Open,335.2900254,0.179738099,65.44426989,4.760014015,1.204753904,26.28194059,1.033753783
5.612040166,39.05261239,Closed,447.1949268,0.049224628,58.05706425,4.948580661,1.588974983,22.02883313,0.811046087
5.601326991,36.07472053,Open,28.58982727,0.088605786,74.76715434,4.385945291,1.628424201,22.09769679,0.730338321
4.970806655,30.52885192,Closed,298.4819829,0.104780377,63.12750186,4.808235903,1.348069648,20.66670961,0.838473785
4.910554242,28.34110614,Closed,284.5232874,0.051982347,67.98549297,4.902735043,1.295253111,22.99347551,0.668378238
4.79238044,22.35704352,Closed,17.83720818,0.012244898,64.85873256,4.667702423,1.703434843,19.68399639,0.596501787
4.979539241,31.55269819,Closed,256.7610385,0.08948212,61.78766168,4.814925602,1.301827849,26.32978518,0.777280614
4.57798417,24.42391386,Open,304.7601557,0.083946029,61.31178781,4.674592698,1.378667212,24.63470261,0.597800608
4.977128295,26.03432668,Open,95.6465871,0.080579438,71.34271669,4.654085413,1.677461792,23.96859289,0.802138662
5.449064082,24.046271,Open,136.6647916,0.111135803,68.82375224,4.71831603,1.506948247,19.21914199,0.870881313
4.816674481,27.69803834,Closed,320.1736731,0.171475983,72.77433635,4.657861602,1.140571266,22.41082654,0.970612091
4.927782709,29.86015293,Closed,234.1504738,0.084845364,65.22181334,4.936723662,1.849411829,24.4181728,1.025584997
4.489657858,31.36807291,Open,429.0068288,0.10852215,66.15167848,4.653009625,1.393997848,23.1862108,0.7188527
5.112218626,26.99746682,Open,171.190883,0.136343526,63.93123374,4.619417999,1.419448542,19.99578179,0.899882922
5.079344505,35.34641853,Closed,133.3298292,0.127707146,63.85167119,5.153585733,1.55115685,20.69981249,0.898504689
5.019110708,28.95897371,Closed,492.4329702,0.069278824,60.83245227,4.992148002,1.625015359,21.09612772,0.865563743
4.934951885,26.06138783,Closed,455.5678851,0.104818856,65.33604076,4.427697328,1.892220858,20.79312433,0.704108118
4.912172624,31.13146134,Open,14.4963725,0.127376991,61.84301362,4.647046342,1.16798637,25.05755767,0.594386438
5.15057007,39.81776417,Closed,385.3643077,0.043582433,66.76763569,4.848492594,1.665190442,18.15797372,0.900400378
4.99135502,31.67580283,Open,55.16738691,0.163176951,65.68004088,4.864751013,1.648601939,23.31183828,0.458627488
5.094491561,28.18572186,Closed,13.74259741,0.171579445,66.15072817,4.501901427,1.472567018,19.41539325,0.746432113
5.064494845,22.36269322,Open,136.847758,0.063860987,71.70051976,5.031713099,1.657454739,20.07749703,0.289273797
5.337028186,28.9029384,Closed,134.6729395,0.109683501,64.8491282,4.965044884,1.686854804,17.98053327,0.532719515
5.203098229,31.17464063,Open,409.6593812,0.132113913,68.02690801,4.896380326,1.223607443,20.90189114,0.624573212
5.057858553,28.06209554,Open,355.333623,0.072719292,73.20603786,5.071345698,1.849953301,25.0214633,1.019344842
5.455526609,21.67307681,Open,490.8047137,0.124080692,70.22646828,4.890457999,1.188247549,22.52964848,0.937621605
5.126080559,25.74717305,Closed,355.7564502,0.108162781,69.61267879,4.889716176,1.272936744,19.60327691,0.689213063
5.391488807,37.2726923,Open,209.1277766,0.026604091,63.77324714,5.111535854,1.447642465,24.03429535,0.945873959
5.182082783,37.17000502,Open,349.4638305,0.122958066,65.91857222,5.020243916,1.884988103,24.46260853,0.977524593
4.447424276,25.56680415,Closed,499.7295336,0.044992879,59.72689483,4.631698508,1.438348674,22.20809296,0.76786703
5.391450429,33.36378394,Open,355.0709413,0.146960143,66.9956576,4.926639036,1.493613222,26.06949832,0.523124371
5.040552872,24.10713608,Open,380.840678,0.066439446,66.09784071,4.667146427,1.786415721,23.64312825,0.758417538
4.984413569,37.02158141,Closed,469.1825076,0.091935728,65.0935405,4.90083091,1.439936371,23.36530501,0.780421519
5.084404504,31.22617924,Open,56.82563066,0.168613946,69.10877915,4.895322701,1.264312657,20.39324259,0.553509122
4.896505051,34.74820749,Closed,352.3921467,0.124819082,60.16890071,4.523306538,1.416553033,23.25479697,0.873409359
5.068108658,21.42453326,Open,425.402979,0.046026304,71.5394514,4.775630878,1.774158367,22.43358256,0.855962371
4.82243718,33.38818551,Closed,477.1893001,0.049254171,68.60705875,4.853051405,1.514172999,23.03965801,0.88900854
5.382281678,29.96162968,Open,105.4846449,0.070034861,64.71746408,4.712741962,1.886131652,20.63082876,0.855784619
4.965923566,34.25964535,Open,251.9645039,0.119732204,64.40508165,4.862941988,1.647586985,22.25619777,0.945968607
4.885224847,34.57433899,Open,340.2774238,0.117914991,66.92244486,4.961179555,1.371038213,20.366277,0.764134394
4.722522255,30.32892345,Closed,123.7338648,0.057844885,71.08340493,4.793881387,1.510215261,17.7057358,0.840357021
5.080632737,26.9958518,Open,300.2364316,0.041639526,65.40643087,4.844919895,1.329356376,23.99660914,0.720451943
5.05613213,33.89848091,Open,128.7893912,0.11407917,65.57612361,5.076684816,1.366313394,18.99522204,0.683100157
5.116527384,29.6992275,Closed,166.7285103,0.090906997,65.07247391,4.894639317,2.39581685,22.21437293,1.067649926
4.691824434,25.63607523,Closed,220.7593483,0.207860794,72.12809645,4.840164858,1.703724902,22.66600426,0.39124626
4.51964564,25.39923884,Closed,264.5950494,0.101830183,63.52446759,4.608384124,1.672219598,22.65312603,0.975351998
5.187677391,22.61417792,Open,224.6829358,0.190712641,64.88196961,4.934205202,1.375363937,21.43384185,0.675891825
5.445392559,27.4485442,Open,246.5977599,0.04148082,70.85374262,4.86602999,1.813916813,22.54242295,0.649992364
4.692093913,35.51346023,Open,149.2943781,0.021339353,65.58804333,5.056747887,1.71988312,22.94193414,0.852315497
5.476832385,30.889149,Closed,79.48254701,0.043995743,69.54823544,4.809375709,1.876324258,23.46992963,0.502078078
5.085173318,27.35116147,Closed,23.67498866,0.159456489,61.35487977,4.4367467,1.86662283,25.46688268,0.636795386
4.997881129,34.02427969,Open,97.98936125,0.187805079,64.17882991,4.459975826,1.204182142,22.4683883,0.630172071
