Cutting_Speed_m_per_min,Feed_Rate_mm_per_rev,Depth_of_Cut_mm,Spindle_Load_%,Material type,Operation time,Coolant_Flow_LPM,Ambient_Temp_C,Tool_Wear_mm,machine type,energyusage
375.1034519,0.400100027,3.006785694,75.02069037,Copper,15.53915169,44.050192,20.31361569,0.082849562,E,1.688
176.3475631,0.871140337,4.472282241,35.26951262,Copper,14.87992655,21.65665633,21.70269137,0.082618107,E,0.911
60.94218489,0.499549411,1.00811788,12.18843698,Copper,48.19382612,8.201986515,26.3293388,0.076355828,E,1.08
340.4625332,0.969783757,0.486948895,68.09250663,Copper,32.73352187,45.2348293,24.19870372,0.071243868,E,1.287
129.6998057,0.22624924,1.273599833,25.93996115,Copper,30.05952994,44.96854788,25.0816379,0.075250321,E,1.622
473.206363,0.87519201,3.993433566,94.64127259,Steel,23.70987966,43.46357594,20.62971409,0.084635939,C,1.546
479.2678597,0.78776701,0.269884307,95.85357193,Brass,24.302495,43.0286737,28.34135238,0.082298553,B,1.442
461.6889756,0.782375752,2.955753492,92.33779512,Aluminium,29.34072517,26.61143005,27.84505602,0.077891226,A,1.374
216.5714151,0.852544067,4.977643829,43.31428302,Titanium,36.33934132,12.98442435,21.85353976,0.080834306,D,1.013
56.95547744,0.772972791,4.29291086,11.39109549,Brass,36.59657433,26.48696227,26.34329357,0.070456721,B,1.581
467.7433532,0.644909306,2.655083876,93.54867063,Steel,12.72622585,27.25689968,28.18315212,0.070368499,C,1.397
242.6828667,0.174682634,0.411840456,48.53657335,Titanium,27.50507384,27.0469289,26.40854136,0.091297044,D,1.892
484.9946686,0.080899871,4.17373022,96.99893371,Brass,23.53811428,29.24476638,23.10398095,0.084234333,B,1.81
483.6289897,0.924805455,3.03499469,96.72579794,Steel,44.17371348,16.59456603,26.5611115,0.082000302,C,1.723
433.854255,0.635817799,0.663171686,86.77085099,Steel,33.41385145,21.48085315,22.10461748,0.080297501,C,1.429
182.5020014,0.806710426,0.559900696,36.50040029,Aluminium,28.96268299,24.53839664,23.18254997,0.073763403,A,1.736
223.2939779,0.507446234,4.557171415,44.65879557,Aluminium,10.1927589,10.90045443,22.40069653,0.087828934,A,0.894
433.0115022,0.16144278,3.379081288,86.60230044,Aluminium,32.25370502,25.49138606,25.56925102,0.077468709,A,1.438
192.6149023,0.168926503,4.163505317,38.52298046,Copper,10.27417576,41.47113277,21.08226647,0.086964357,E,1.02
126.271736,0.701287023,4.406996611,25.2543472,Copper,20.1742959,42.26267942,29.3331038,0.084393738,E,1.767
300.5605681,0.4587906,2.901684525,60.11211362,Aluminium,11.42788842,23.52036974,23.33512354,0.083763552,A,0.909
471.2696484,0.24049849,2.635487124,94.25392967,Copper,36.14331412,28.34637404,22.18970127,0.077802483,E,1.277
363.2134085,0.517014819,2.209094311,72.6426817,Brass,14.28134512,6.514264946,24.96549814,0.078159355,B,1.685
306.5275265,0.11099849,1.65303828,61.30550531,Copper,22.63367179,35.34946504,22.76997818,0.086844567,E,1.647
93.7294222,0.602872832,2.229520208,18.74588444,Steel,45.30536499,23.20726473,25.34904086,0.085581269,C,1.476
326.753252,0.305543734,3.892010313,65.3506504,Titanium,14.19423725,25.04649574,23.4850915,0.085711311,D,1.292
495.5242325,0.807681146,3.049424812,99.10484651,Steel,27.85122788,44.31527272,21.32066811,0.087195974,C,1.55
113.0378069,0.344843861,4.473364121,22.60756137,Brass,23.86722475,25.78254956,22.65895242,0.076372339,B,1.489
283.2483436,0.482459142,2.27256207,56.64966871,Titanium,5.815581847,5.95365108,24.38439845,0.091422066,D,1.415
444.8178824,0.061039513,3.074738936,88.96357647,Brass,40.67411511,15.23709009,20.30293226,0.084857138,B,1.236
383.345878,0.118824543,3.19340701,76.6691756,Titanium,8.107065784,26.40292764,27.70642527,0.092775152,D,1.448
363.6570834,0.422868879,2.999316095,72.73141669,Copper,26.34147594,24.09783317,26.21824565,0.077175597,E,1.639
366.1178378,0.505941893,3.542905488,73.22356756,Titanium,30.23052327,43.71665618,26.01359607,0.090352638,D,1.257
211.771018,0.620019521,1.263423995,42.35420361,Aluminium,33.27919055,29.39618792,25.46049932,0.090595694,A,1.312
182.1163299,0.32707945,2.61058251,36.42326598,Steel,35.98842332,36.03360839,25.90313172,0.080657425,C,1.193
414.21252,0.710232792,0.610701534,82.84250399,Aluminium,16.39725726,26.11954837,29.34651953,0.085182098,A,1.515
414.5510276,0.867116277,1.984105505,82.91020552,Aluminium,5.44904495,24.78450803,20.08569211,0.083371137,A,1.352
440.1825434,0.790858439,2.489568636,88.03650867,Copper,37.55496481,25.08290008,20.4779971,0.093275022,E,1.553
460.9582487,0.087637884,3.295898872,92.19164973,Aluminium,29.10454697,23.49147064,21.9149341,0.090793692,A,1.62
280.1040795,0.5064816,4.757602158,56.0208159,Brass,42.62529664,29.23625236,21.6730138,0.097533784,B,1.627
275.6823326,0.149683669,3.043190226,55.13646652,Aluminium,41.96247633,16.26995308,21.81194459,0.0908446,A,1.215
409.2328305,0.279942765,3.743610189,81.84656611,Copper,42.94967755,45.09748372,26.71943886,0.093781341,E,1.891
342.4837688,0.987329464,2.580703692,68.49675377,Copper,26.8292597,19.98884966,24.59483301,0.096270464,E,1.284
365.8850948,0.185370766,3.207109754,73.17701895,Copper,20.01327781,11.63857254,29.91778878,0.093472834,E,1.29
408.1067012,0.523943746,0.447567859,81.62134025,Steel,40.62011912,9.344771537,22.26885915,0.089070075,C,1.767
450.5024038,0.637247948,1.346518746,90.10048076,Aluminium,25.30823509,5.60403118,23.10830101,0.088429809,A,1.406
202.0978206,0.717341722,1.873080157,40.41956412,Titanium,13.25489884,24.02852354,29.84240717,0.091172904,D,1.81
219.0123287,0.581666249,2.41521744,43.80246574,Brass,43.47383088,13.44249448,28.31758141,0.095844781,B,1.297
92.29187293,0.059282305,0.323678853,18.45837459,Titanium,44.71519445,5.974155616,24.69799221,0.088321637,D,1.2
310.2260634,0.360138243,0.786118078,62.04521269,Steel,25.98393903,28.40087958,25.54596886,0.09570321,C,1.408
66.17402321,0.541826061,1.456390108,13.23480464,Titanium,8.406487729,35.59903469,28.43177921,0.094345894,D,1.136
259.5191082,0.133473174,4.860510185,51.90382163,Aluminium,22.45217405,8.858797291,24.80980246,0.086756492,A,1.67
294.1900856,0.383095585,1.723600335,58.83801712,Steel,41.15919468,25.74143478,22.06023724,0.09633099,C,1.724
178.9435635,0.081542953,2.462001185,35.78871269,Copper,45.57983128,38.46329054,28.28444539,0.094313209,E,1.274
315.8749673,0.124649572,1.060878792,63.17499345,Titanium,14.15627341,49.36130695,25.37772491,0.091141273,D,1.599
63.72511247,0.427077112,3.092822348,12.74502249,Aluminium,8.013812541,35.02356551,21.53042597,0.094821327,A,1.606
66.80668494,0.176079966,1.475347756,13.36133699,Copper,44.48077039,16.01777979,25.05585831,0.091916219,E,1.494
420.1702523,0.589163806,1.114263634,84.03405046,Brass,22.52322225,37.24491379,24.13203381,0.096003125,B,1.58
212.0857886,0.704991721,2.631205879,42.41715773,Brass,29.37924339,31.90682421,28.76842532,0.094215253,B,1.352
107.1772307,0.810557364,0.126978416,21.43544614,Titanium,48.56296154,14.53096799,21.26055431,0.087695724,D,1.273
285.009467,0.240142732,0.13755376,57.0018934,Copper,7.995412756,43.29998716,28.75209804,0.094945458,E,1.641
396.4970989,0.209108453,1.173437165,79.29941978,Titanium,34.17431034,24.23319923,25.12211017,0.093712506,D,1.208
147.1194624,0.149339448,0.279934676,29.42389247,Titanium,8.334744016,48.28899446,24.0436443,0.099394148,D,1.219
330.3007141,0.654608737,0.629326195,66.06014282,Copper,21.89610178,37.53054534,21.61967184,0.100905349,E,1.123
88.40635925,0.72115194,1.760417182,17.68127185,Titanium,41.17165453,34.00534196,27.00817963,0.094251788,D,1.147
73.25677453,0.080006838,4.03266983,14.65135491,Steel,24.50625047,37.77587769,29.26806709,0.09314011,C,1.661
289.1095842,0.939401634,2.903038353,57.82191684,Brass,49.87320593,26.51436585,23.75377354,0.088976607,B,1.147
293.2858047,0.099372719,2.612071857,58.65716094,Copper,30.15766782,27.7351915,22.41585001,0.093597482,E,1.362
336.8434557,0.564231519,1.538095234,67.36869113,Brass,19.45229687,43.30433235,25.54866917,0.096341614,B,1.403
376.7411002,0.723607493,4.665593225,75.34822004,Titanium,14.90500967,35.64178415,27.96185948,0.091551932,D,1.247
489.1334358,0.877420668,2.045373702,97.82668715,Brass,20.77342404,45.37594963,20.03767695,0.103004222,B,1.447
282.3351567,0.728382586,0.526754557,56.46703135,Aluminium,21.76399732,45.08720391,26.31377436,0.100139639,A,1.496
195.3304128,0.811641679,3.123625929,39.06608256,Titanium,8.092115498,48.94205153,25.96516001,0.098517036,D,1.311
407.8337876,0.372477683,0.657808128,81.56675753,Copper,21.63083897,36.50965965,23.18152186,0.099326053,E,1.357
171.8745131,0.824083858,1.7915934,34.37490261,Brass,25.89073339,27.60357729,24.51423004,0.101229924,B,1.12
247.5371393,0.126109104,2.5863185,49.50742786,Steel,37.52319885,12.48402651,22.46963224,0.103155465,C,1.474
85.3053716,0.900075823,4.383690371,17.06107432,Titanium,34.55282681,36.74212518,27.89885738,0.104325318,D,1.42
61.40783454,0.570212757,2.518378244,12.28156691,Aluminium,36.89445449,18.12099725,26.34534933,0.099024916,A,1.495
483.1917866,0.826432881,3.541067954,96.63835732,Titanium,5.376365684,17.73264056,25.32711622,0.100151186,D,1.106
426.1910542,0.47970237,4.964802511,85.23821085,Aluminium,14.79503298,15.72294994,23.92526198,0.102016002,A,1.208
363.1883927,0.66139881,0.744296688,72.63767855,Aluminium,34.77579298,44.38049258,22.91384386,0.100527635,A,1.705
234.028825,0.550082528,1.446184475,46.805765,Brass,26.77952157,44.0584001,28.22736486,0.106093319,B,1.263
127.982444,0.745010046,2.03342277,25.59648881,Steel,5.239106405,33.39367002,24.5140767,0.108158634,C,1.474
120.3966692,0.127548483,2.166958075,24.07933384,Copper,41.20225891,26.28414416,25.0144742,0.104032679,E,1.859
162.6093042,0.10733448,2.114003269,32.52186083,Titanium,39.7764308,35.2451507,25.20828731,0.098061644,D,1.523
297.1519991,0.284748072,4.547293913,59.43039982,Copper,29.67886233,32.32532526,24.48366935,0.105434898,E,0.861
371.5681652,0.201567446,3.598759958,74.31363304,Copper,7.99084966,23.70804117,22.56088426,0.105101678,E,1.597
347.0888195,0.878194388,3.078735549,69.4177639,Steel,39.49317723,22.08338904,21.2034044,0.098513263,C,1.069
175.9702536,0.258253288,1.615926318,35.19405073,Steel,31.26711145,22.22574387,20.98537267,0.105676764,C,1.515
479.6893763,0.977071993,4.136572883,95.93787526,Copper,40.18819897,31.51100314,27.57462523,0.101333101,E,1.232
382.0536125,0.370051002,4.779796506,76.4107225,Copper,38.82861466,34.14512103,22.23527822,0.108074813,E,1.469
299.4593236,0.22301202,4.123871584,59.89186473,Aluminium,41.13509324,25.32837891,20.55672815,0.107135987,A,1.118
325.2743358,0.800213582,0.107669015,65.05486716,Brass,28.31036299,48.59111526,27.97517407,0.106039858,B,1.874
238.8200281,0.675772387,3.218366714,47.76400562,Copper,11.31460332,8.77305731,21.54061653,0.105407949,E,1.641
161.4789453,0.523285931,0.350563369,32.29578906,Brass,35.2020863,20.61711617,26.25146092,0.094838645,B,1.227
210.1877054,0.577595373,1.36227538,42.03754108,Titanium,32.92132033,23.85836074,23.38643271,0.09972442,D,1.27
391.0307497,0.733241689,0.391671032,78.20614994,Copper,38.40139342,5.761460456,21.26480257,0.10543208,E,1.168
56.47706988,0.267032004,3.058597719,11.29541398,Brass,12.64464527,21.42307345,24.14480979,0.113973294,B,1.467
102.2326882,0.99651722,3.464290576,20.44653765,Aluminium,13.773884,17.31694627,20.14808861,0.109490072,A,1.546
70.70118891,0.976053504,0.660989427,14.14023778,Brass,45.06842827,27.77163216,28.41044983,0.116027189,B,1.354
68.32796104,0.667809402,1.980810527,13.66559221,Steel,38.74900093,20.13847462,25.13497961,0.107662183,C,1.308
434.9572628,0.239565328,2.335558894,86.99145256,Titanium,45.87028199,37.67819607,21.39160011,0.107383284,D,1.699
366.6460367,0.69621683,1.908359807,73.32920734,Titanium,39.14218945,27.94696229,22.36980318,0.114953454,D,1.277
263.3782231,0.118588489,0.693022502,52.67564462,Copper,31.87198877,10.83930051,24.47975192,0.107322047,E,1.243
94.02537229,0.079119877,2.152844172,18.80507446,Titanium,34.43597317,38.75275959,21.88869383,0.103476059,D,1.748
271.2271438,0.294798744,3.780772434,54.24542876,Brass,45.01075658,9.465300324,22.68599162,0.110282469,B,1.608
263.0622969,0.489491809,0.447937556,52.61245937,Copper,31.04630395,42.75721256,25.34385564,0.114601559,E,1.181
127.9408415,0.87485888,0.492882069,25.58816829,Titanium,33.45760959,46.91399873,28.32609013,0.105149542,D,1.581
245.2332422,0.740810616,1.83837933,49.04664843,Copper,12.04145222,19.51003806,24.01839686,0.112514787,E,1.165
229.3271305,0.755571195,4.714455987,45.8654261,Copper,26.32645491,46.6764185,27.16975274,0.109393677,E,1.492
327.1325441,0.454218668,3.376005969,65.42650882,Steel,37.23787004,40.68536716,28.76684213,0.112406899,C,0.999
335.7921429,0.378638243,3.425482788,67.15842858,Copper,17.19242142,46.5096025,22.1630094,0.11200811,E,1.483
70.3868044,0.402486825,1.873407955,14.07736088,Copper,14.10143812,34.98215616,28.0719197,0.108659209,E,1.728
218.5756766,0.988267086,3.008937877,43.71513532,Brass,19.12220637,15.60398177,27.57402198,0.110490082,B,1.203
331.6369621,0.088103732,0.149642802,66.32739241,Titanium,15.86752826,45.25354566,23.56937298,0.109545172,D,1.038
276.4113164,0.873679921,3.216870627,55.28226327,Steel,14.67106867,13.29192843,29.8951996,0.112195343,C,1.057
435.4204285,0.599741638,4.575106043,87.08408571,Copper,24.11828793,14.5877248,22.62572371,0.107661406,E,1.302
346.4121342,0.466684648,3.101609995,69.28242685,Brass,45.85273312,17.19783456,22.54803266,0.109146758,B,0.942
123.3204922,0.738994777,4.381123108,24.66409844,Titanium,27.8176841,18.69108402,27.72259165,0.11040267,D,1.177
81.75593633,0.512335494,3.647467972,16.35118727,Copper,13.45641714,28.1515839,24.34657318,0.114721277,E,1.66
339.0886752,0.879752076,0.69073624,67.81773504,Copper,8.463725122,37.10558122,23.30794995,0.105975383,E,1.44
61.93008974,0.905666771,4.522021206,12.38601795,Titanium,36.32702653,46.67936785,21.78662805,0.112807695,D,1.039
313.5990116,0.450634881,0.425574837,62.71980231,Aluminium,22.2259444,8.97969143,27.65332431,0.110092589,A,1.065
473.1036086,0.312986407,2.716440615,94.62072173,Titanium,41.9823926,47.9466213,27.86321806,0.111866864,D,1.381
308.96338,0.612732812,0.796471907,61.79267601,Copper,34.67798459,46.45953352,25.66564003,0.110913368,E,1.381
224.6764668,0.916745178,0.157362393,44.93529336,Brass,40.83086527,7.429968148,29.57313613,0.115477364,B,1.414
339.4796983,0.25012908,2.167967875,67.89593966,Aluminium,17.23757177,21.2144512,23.1816327,0.114009228,A,1.177
256.2138007,0.641818254,1.545699468,51.24276014,Titanium,36.15615151,41.59145256,22.19619045,0.118643136,D,1.38
295.5275552,0.649982209,2.48140242,59.10551104,Titanium,16.88278931,32.52094455,26.77466769,0.117384032,D,1.298
473.6591639,0.746457371,2.928279445,94.73183279,Copper,47.25808158,40.05922745,27.58408641,0.107980435,E,1.449
223.746187,0.174989301,0.314321454,44.7492374,Brass,33.63684267,37.35650025,22.24905971,0.111155961,B,1.491
482.5357537,0.730033716,0.702716146,96.50715074,Steel,19.60303101,27.35465509,20.76610764,0.11538071,C,1.101
457.4077889,0.913580895,2.837347743,91.48155778,Copper,17.1280338,6.854812068,28.10516487,0.116321861,E,1.89
138.1060107,0.220698953,1.781520031,27.62120213,Copper,13.59169633,31.29206909,29.76501974,0.112467923,E,1.645
81.21258539,0.275666159,3.672950089,16.24251708,Brass,36.25884315,7.185499388,26.44672286,0.123636989,B,1.108
95.35010062,0.972825339,3.296229078,19.07002012,Copper,14.84220258,32.16770229,22.778669,0.121730846,E,1.697
58.19982154,0.221928105,4.243461379,11.63996431,Brass,31.78864697,41.01848881,29.96672609,0.109473993,B,1.262
92.49933234,0.861665839,3.493214851,18.49986647,Brass,16.90857621,31.32462869,28.93266636,0.11971512,B,1.176
357.353048,0.517663964,2.206662279,71.47060961,Aluminium,34.78860252,49.86598121,25.13380646,0.118049296,A,0.934
82.03489181,0.284869521,3.39753645,16.40697836,Titanium,41.67228778,25.51399251,28.25321285,0.124787944,D,1.112
193.5390336,0.877212406,1.449367754,38.70780673,Aluminium,40.01113594,38.69723586,28.15820523,0.111009439,A,1.162
430.1938899,0.473039992,1.600936144,86.03877799,Copper,39.23830989,35.02459813,29.3479897,0.129448423,E,1.432
60.47237108,0.539076486,3.966027284,12.09447422,Titanium,13.44750826,49.61442612,28.40923844,0.115224711,D,1.393
416.5108172,0.391271701,2.28745563,83.30216343,Copper,8.977322614,37.09485523,26.43679236,0.121622364,E,1.257
176.8346486,0.613303309,4.012063669,35.36692973,Steel,36.45269728,12.38138292,26.09303719,0.116988235,C,1.171
103.1741724,0.205347679,4.129869631,20.63483449,Copper,21.57562462,47.99829679,24.67357288,0.118429516,E,1.062
363.5317244,0.42152746,4.302055455,72.70634488,Titanium,24.45558019,35.04997519,26.2648564,0.112153511,D,1.142
333.0242811,0.970941706,4.591512656,66.60485621,Aluminium,6.401709176,7.670220386,27.95216587,0.126875325,A,1.113
444.8624061,0.295226761,2.211827581,88.97248122,Brass,16.68094022,34.59057376,29.69037626,0.119832944,B,1.441
380.7819697,0.673899831,1.66244741,76.15639394,Steel,6.515438174,44.7403733,24.67287358,0.120463182,C,1.669
411.5664187,0.358930561,2.952773858,82.31328373,Copper,44.56335977,30.96688379,25.73653203,0.133324171,E,1.706
176.9155577,0.784799469,1.918744875,35.38311153,Steel,15.95285074,20.93088371,24.44805495,0.126849266,C,1.228
129.8477947,0.174329978,3.045263417,25.96955894,Aluminium,30.08017263,41.94093353,26.68488621,0.119000536,A,1.44
387.7766382,0.971329993,3.557370727,77.55532765,Titanium,6.75406943,40.21304037,26.29920504,0.119581353,D,1.655
413.0756327,0.481100064,3.473184591,82.61512653,Aluminium,35.00813261,29.48819694,20.1783379,0.124221929,A,1.177
495.7273139,0.27424794,1.935309146,99.14546278,Copper,19.53623056,11.94627965,25.41161559,0.127066863,E,1.285
235.6779546,0.11982191,0.917614988,47.13559092,Aluminium,45.40636341,16.29439185,20.88486896,0.132265714,A,1.427
217.4081386,0.21127001,2.209593758,43.48162772,Titanium,44.9653185,38.23177875,20.26383618,0.115753297,D,1.677
399.3858323,0.543785251,0.798711306,79.87716647,Brass,19.63807783,41.27369744,27.91197162,0.127719181,B,1.25
203.3615931,0.370153018,4.461475472,40.67231862,Copper,45.54324031,17.56693751,22.58649862,0.128812721,E,1.622
468.8407965,0.837439198,1.794799558,93.7681593,Aluminium,49.82709531,21.55932847,23.40655077,0.12071713,A,1.337
436.2857383,0.459343147,0.856852761,87.25714767,Brass,42.14370489,8.493434836,20.64084588,0.123153655,B,1.79
243.0473123,0.286278559,0.224694024,48.60946246,Titanium,43.01921065,37.10578768,21.7950026,0.117093587,D,1.272
387.8919805,0.636287737,3.264529693,77.5783961,Steel,16.20539312,5.160989507,27.65604818,0.123031067,C,1.337
389.5442933,0.721438356,3.220821356,77.90885867,Copper,30.95160795,7.094368455,24.9353083,0.126986296,E,1.116
96.40574098,0.208689813,1.768960416,19.2811482,Copper,8.026516129,5.19548305,28.80668463,0.134086703,E,1.298
456.148808,0.209238255,0.451388255,91.2297616,Steel,9.271307157,34.03938125,23.97242131,0.134838234,C,1.428
277.3635676,0.084837856,2.107181585,55.47271352,Brass,49.95016754,23.78242075,22.68700736,0.121550199,B,1.911
421.9058597,0.749581914,1.624965726,84.38117195,Steel,19.69876622,18.38960426,23.47599814,0.134276283,C,1.614
194.0223205,0.680614301,3.417891135,38.80446409,Aluminium,38.66827604,46.07154547,27.12771794,0.117530551,A,1.242
452.9854528,0.500899332,3.068318322,90.59709056,Copper,41.29992739,13.67612576,25.55005672,0.124642918,E,1.109
225.1407554,0.851961927,1.886509268,45.02815109,Titanium,43.6110472,22.52156047,29.04191208,0.126348807,D,1.624
54.87694317,0.815386645,1.167673516,10.97538863,Brass,49.89327338,47.31403104,26.02168769,0.129407095,B,0.924
457.4218894,0.606086646,4.941376234,91.48437788,Titanium,15.86734184,24.21979533,24.93018208,0.12897099,D,1.542
91.07900455,0.874857716,2.324607944,18.21580091,Titanium,6.815787209,29.96121585,27.85752724,0.130557221,D,1.272
193.6911369,0.24554915,3.472543755,38.73822738,Titanium,23.50361831,8.615158996,29.47533851,0.128104232,D,1.305
477.5278852,0.156323638,0.788709541,95.50557703,Brass,10.85363014,40.55748741,23.55845911,0.134107253,B,1.364
477.7732161,0.306262131,2.479389528,95.55464322,Titanium,6.009165012,24.02414497,22.4987621,0.133058778,D,1.755
308.0470497,0.104232513,0.234929927,61.60940993,Aluminium,21.21920722,41.02318061,26.16217396,0.128442076,A,1.141
334.3267455,0.554611052,2.576730078,66.8653491,Copper,40.2682213,16.42089392,24.98872821,0.134392149,E,1.552
251.8004849,0.939775408,4.823685295,50.36009698,Steel,30.47813111,24.01154378,29.89185575,0.140812647,C,1.219
181.9448473,0.087376364,1.982612894,36.38896945,Copper,19.07500951,40.39470214,24.62361784,0.127394468,E,1.243
197.8990454,0.166004418,0.291080462,39.57980908,Steel,34.44539025,48.82449952,20.74331551,0.139427734,C,0.946
352.6333052,0.479589077,0.251683376,70.52666105,Brass,15.44081811,7.683148597,29.77369061,0.128423965,B,1.788
388.5685382,0.937181267,2.001135124,77.71370765,Copper,5.647165073,41.56052798,28.43586946,0.138683261,E,1.756
406.2105697,0.3503483,0.884122189,81.24211394,Copper,39.39590239,18.53100804,21.78250144,0.129192242,E,1.576
405.3281643,0.531873068,0.214425272,81.06563285,Copper,33.06843882,29.78344764,29.04605253,0.136040524,E,1.481
91.04274637,0.089494216,3.805446708,18.20854927,Titanium,39.3036181,18.05415192,23.40666821,0.133400668,D,1.435
272.4891371,0.190926041,2.346762744,54.49782742,Brass,6.752210751,32.60504627,23.77111985,0.1238665,B,1.5
75.90144201,0.987298617,1.517299383,15.1802884,Titanium,42.67038325,20.92112738,29.06391482,0.142660845,D,1.708
297.287997,0.966862762,4.510407597,59.45759941,Aluminium,32.878679,20.01267009,25.30115565,0.128896113,A,1.178
248.6887256,0.054692982,0.669080905,49.73774512,Aluminium,30.35279078,6.707224082,21.37762929,0.127315667,A,1.509
449.4668822,0.954221196,4.784002262,89.89337645,Steel,33.10763217,11.61321827,23.69056159,0.13075676,C,1.018
207.9117556,0.657163941,1.638436915,41.58235113,Brass,43.89949611,46.26851895,27.22097446,0.14690048,B,1.584
102.6801574,0.87452238,4.453177994,20.53603148,Aluminium,31.4121428,49.9224843,21.74184188,0.128265967,A,1.259
114.3462569,0.482002863,3.054420095,22.86925138,Copper,31.14276709,40.12342591,25.90231197,0.135716042,E,1.118
392.6797843,0.539816227,4.150866063,78.53595685,Aluminium,49.58056207,17.90656811,26.95274133,0.129499303,A,1.155
328.1981285,0.514404251,4.9216645,65.6396257,Titanium,39.05285752,23.11003123,23.43853576,0.130646864,D,1.021
95.50520426,0.683521045,1.513186645,19.10104085,Aluminium,24.90322125,38.27765547,26.93880689,0.127698583,A,1.299
87.84806275,0.182668692,4.809563878,17.56961255,Brass,36.832865,48.58311006,28.84207352,0.137561827,B,1.518
365.4361092,0.07847491,2.008461285,73.08722183,Steel,22.51537123,25.49620268,24.72116744,0.135470177,C,1.335
82.74335286,0.342533445,1.989008333,16.54867057,Copper,15.29939581,42.32850869,23.82909328,0.130909735,E,1.284
419.8370267,0.719446725,1.767896811,83.96740534,Steel,31.85833446,48.87810152,22.51158401,0.141222874,C,1.324
367.8090022,0.24176078,2.752897276,73.56180044,Aluminium,46.76819442,44.3062927,26.0420548,0.142040751,A,1.562
86.60695129,0.689760812,0.855310712,17.32139026,Titanium,46.8112784,15.2217386,28.79852048,0.13947353,D,1.306
88.17697134,0.971416444,2.813186278,17.63539427,Steel,20.38573751,5.361433874,23.24661267,0.143581077,C,1.106
493.9878103,0.13920568,2.754353581,98.79756207,Titanium,28.74548598,27.14367674,23.96235525,0.136272967,D,1.746
218.4218581,0.688972012,3.833318882,43.68437162,Steel,14.52361544,28.91123743,24.06625518,0.139920182,C,1.281
216.7889662,0.471562708,4.184884813,43.35779324,Aluminium,49.80339993,14.0562664,25.60812342,0.13687285,A,1.26
415.7598053,0.874735142,2.258162617,83.15196105,Steel,49.15030585,17.81034764,22.28408962,0.131352223,C,1.163
476.2618598,0.2182923,1.581432922,95.25237196,Steel,34.22790184,39.43189224,28.22211155,0.140275411,C,1.758
493.7004787,0.707994655,1.370740997,98.74009574,Titanium,41.19863269,26.16562664,22.95602278,0.140262859,D,1.979
389.0201834,0.846209525,1.0536568,77.80403667,Copper,37.17950726,19.28093376,27.05362691,0.139608788,E,1.16
219.3168135,0.947383509,0.382473153,43.8633627,Titanium,31.69211986,33.01817123,25.13215742,0.141919427,D,1.649
87.57532251,0.699085627,1.777995096,17.5150645,Steel,7.400659865,34.37418902,25.85897603,0.147399853,C,1.242
399.7161122,0.522316026,1.424213691,79.94322243,Copper,25.46439541,39.62280996,21.79608739,0.139608531,E,1.13
301.2819124,0.636954878,4.835445191,60.25638248,Copper,35.3653836,12.05191831,27.35023198,0.136135077,E,1.109
240.8999042,0.875459735,2.832773249,48.17998083,Aluminium,35.48892262,38.36827635,21.88620519,0.139972456,A,1.507
457.8594733,0.592079259,1.801657491,91.57189466,Steel,21.79051783,31.97427764,21.13473638,0.140817301,C,1.025
100.038867,0.078867707,2.944291245,20.00777341,Titanium,47.3761394,7.590733939,25.466795,0.146709735,D,1.371
271.6812969,0.934401261,0.782063837,54.33625939,Steel,12.53106645,39.98505327,27.09297137,0.142615398,C,1.599
55.10914015,0.705050413,2.275814371,11.02182803,Steel,27.51617508,22.23861266,20.50035836,0.136631426,C,1.727
260.8972889,0.692687716,3.168548175,52.17945778,Brass,36.08977894,19.86714204,20.69395315,0.146689952,B,1.277
75.33647406,0.254891395,2.495599376,15.06729481,Steel,36.37111127,25.16338182,28.02679163,0.146178592,C,1.401
103.4680623,0.675941197,2.068716123,20.69361246,Brass,34.18875305,20.57787848,28.090327,0.143778756,B,1.532
102.886811,0.424171185,4.969857106,20.57736221,Steel,17.38796961,20.22285165,22.45304717,0.148274766,C,1.322
342.144636,0.668671328,4.413542335,68.42892719,Steel,12.02929559,41.36349505,26.15228203,0.149401859,C,1.29
385.7201957,0.151263379,3.154689195,77.14403913,Copper,33.61731471,10.60273645,24.43180075,0.142226912,E,1.241
312.5159443,0.674953039,2.88994907,62.50318886,Brass,31.96859523,48.67700305,26.32696041,0.139903598,B,1.157
482.9776468,0.999443039,3.141236351,96.59552936,Copper,13.07102046,29.971924,28.62879284,0.144635313,E,1.61
218.6917608,0.095801437,1.086429328,43.73835216,Copper,36.73126155,13.23157993,20.79856425,0.147668044,E,1.257
178.5704388,0.978315475,2.036174942,35.71408777,Copper,25.48273963,10.90469673,27.77984426,0.144748501,E,1.28
440.8696077,0.436562563,0.293351711,88.17392154,Aluminium,35.04922662,31.61792895,24.93029105,0.140623448,A,1.1
150.6181273,0.877215778,2.430175584,30.12362547,Brass,42.68151859,33.48497497,25.64126944,0.146669216,B,1.082
483.4501427,0.79326621,2.760820461,96.69002855,Titanium,12.63777929,7.386159696,26.5393136,0.135978643,D,1.155
55.46951361,0.588665448,1.215973707,11.09390272,Aluminium,5.86151906,15.93508614,29.22623149,0.144814131,A,1.592
486.445472,0.751526749,4.823741351,97.2890944,Brass,40.05961639,40.79578645,20.56719954,0.150982556,B,1.584
